Level1	Level2	Level3	GeneID	RelatedGenes
Offensive virulence factors	Adherence	-	draE	VFG000947, VFG001428
Offensive virulence factors	Adherence	-	waaF	VFG000143, VFG001948
Offensive virulence factors	Adherence	-	APH_0934*	VFG045403
Offensive virulence factors	Adherence	-	rfaC	VFG000316, VFG000243
Offensive virulence factors	Adherence	-	ptlE	VFG000021
Offensive virulence factors	Adherence	-	acfC	VFG000105
Offensive virulence factors	Adherence	-	cseA	VFG001437
Offensive virulence factors	Adherence	-	tapO	VFG038452
Offensive virulence factors	Adherence	-	p1/MgPa/gapA	VFG002033
Offensive virulence factors	Adherence	-	cysC	VFG001988
Offensive virulence factors	Adherence	-	flpI	VFG038521
Offensive virulence factors	Adherence	-	rrgB	VFG005303
Offensive virulence factors	Adherence	-	pilY2	VFG001211
Offensive virulence factors	Adherence	-	esp	VFG002179
Offensive virulence factors	Adherence	-	flp1	VFG038557
Offensive virulence factors	Adherence	-	mshB	VFG006980, VFG038578
Offensive virulence factors	Adherence	-	p44-67	VFG045396
Offensive virulence factors	Adherence	-	trwL4	VFG002253
Offensive virulence factors	Adherence	-	trwL6	VFG002255
Offensive virulence factors	Adherence	-	tppA	VFG038476
Offensive virulence factors	Adherence	-	hmw3	VFG002034
Offensive virulence factors	Adherence	-	APH_1128*	VFG045424
Offensive virulence factors	Adherence	-	csgG	VFG000462
Offensive virulence factors	Adherence	-	APH_1312*	VFG045446
Offensive virulence factors	Adherence	-	tppE	VFG038493
Offensive virulence factors	Adherence	-	APH_1390*	VFG045458
Offensive virulence factors	Adherence	-	csuD	VFG037612
Offensive virulence factors	Adherence	-	aggA	VFG000847
Offensive virulence factors	Adherence	-	fleR	VFG001249
Offensive virulence factors	Adherence	-	waaG	VFG000139
Offensive virulence factors	Adherence	-	Cj1137c	VFG001938
Offensive virulence factors	Adherence	-	APH_1185*	VFG045430
Offensive virulence factors	Adherence	-	ptlI	VFG000020
Offensive virulence factors	Adherence	-	ami	VFG000078
Offensive virulence factors	Adherence	-	fimH	VFG000447, VFG000879
Offensive virulence factors	Adherence	-	tapA	VFG038429
Offensive virulence factors	Adherence	-	sfaH	VFG012343, VFG033393
Offensive virulence factors	Adherence	-	APH_0318*	VFG045398
Offensive virulence factors	Adherence	-	inlJ	VFG006721
Offensive virulence factors	Adherence	-	srtC-2/srtC	VFG005308
Offensive virulence factors	Adherence	-	fim2	VFG000003
Offensive virulence factors	Adherence	-	kpsM	VFG001450, VFG001975
Offensive virulence factors	Adherence	-	srtC4	VFG005293
Offensive virulence factors	Adherence	-	espB	VFG000798, VFG002388, VFG000744
Offensive virulence factors	Adherence	-	icaA	VFG001285
Offensive virulence factors	Adherence	-	asp14	VFG039084
Offensive virulence factors	Adherence	-	rfbM	VFG000315
Offensive virulence factors	Adherence	-	pilY1	VFG001210
Offensive virulence factors	Adherence	-	APH_1122*	VFG045422
Offensive virulence factors	Adherence	-	aafD	VFG000852
Offensive virulence factors	Adherence	-	APH_0143*	VFG045394
Offensive virulence factors	Adherence	-	nleD	VFG002123, VFG033805
Offensive virulence factors	Adherence	-	APH_1329*	VFG045450
Offensive virulence factors	Adherence	-	etpA	VFG034541
Offensive virulence factors	Adherence	-	paa	VFG033067, VFG000839
Offensive virulence factors	Adherence	-	APH_1077*	VFG045414
Offensive virulence factors	Adherence	-	p44-53	VFG045368
Offensive virulence factors	Adherence	-	aggD	VFG000850
Offensive virulence factors	Adherence	-	pgaB	VFG037664
Offensive virulence factors	Adherence	-	csuA/B	VFG037560
Offensive virulence factors	Adherence	-	trwF	VFG002267
Offensive virulence factors	Adherence	-	neuA1	VFG001944
Offensive virulence factors	Adherence	-	aggC	VFG000849
Offensive virulence factors	Adherence	-	bfpG	VFG000750
Offensive virulence factors	Adherence	-	APH_0935*	VFG045404
Offensive virulence factors	Adherence	-	fctB	VFG042970
Offensive virulence factors	Adherence	-	focA	VFG000909
Offensive virulence factors	Adherence	-	hifE	VFG001148
Offensive virulence factors	Adherence	-	cbpD	VFG001355
Offensive virulence factors	Adherence	-	APH_0938	VFG045363
Offensive virulence factors	Adherence	-	lgtB	VFG000245
Offensive virulence factors	Adherence	-	APH_1186*	VFG045431
Offensive virulence factors	Adherence	-	tapD	VFG038440, VFG038317
Offensive virulence factors	Adherence	-	srtG2	VFG042975
Offensive virulence factors	Adherence	-	ratB	VFG002306
Offensive virulence factors	Adherence	-	fimY	VFG000450
Offensive virulence factors	Adherence	-	Cj1438c	VFG001966
Offensive virulence factors	Adherence	-	spaE	VFG002203
Offensive virulence factors	Adherence	-	fliE	VFG002503, VFG001905, VFG001250, VFG002327
Offensive virulence factors	Adherence	-	pilB	VFG001880, VFG002426, VFG005297, VFG000112
Offensive virulence factors	Adherence	-	sdrC	VFG001279
Offensive virulence factors	Adherence	-	bap	VFG037638
Offensive virulence factors	Adherence	-	virB11	VFG000285, VFG002218, VFG002240, VFG039032, VFG001979
Offensive virulence factors	Adherence	-	fimC	VFG000445, VFG038413, VFG000875, VFG000008
Offensive virulence factors	Adherence	-	lppT	VFG016457
Offensive virulence factors	Adherence	-	glf	VFG001967
Offensive virulence factors	Adherence	-	Cj1145c	VFG001946
Offensive virulence factors	Adherence	-	ebpC	VFG042978
Offensive virulence factors	Adherence	-	ecbA	VFG043520
Offensive virulence factors	Adherence	-	tcpF	VFG000100
Offensive virulence factors	Adherence	-	tcpB	VFG000092
Offensive virulence factors	Adherence	-	APH_1350*	VFG045454
Offensive virulence factors	Adherence	-	acfD	VFG000106
Offensive virulence factors	Adherence	-	fimG	VFG000878
Offensive virulence factors	Adherence	-	APH_1082*	VFG045418
Offensive virulence factors	Adherence	-	tapW	VFG038472
Offensive virulence factors	Adherence	-	APH_1064*	VFG045412
Offensive virulence factors	Adherence	-	hddC	VFG001951, VFG001959
Offensive virulence factors	Adherence	-	rrgA	VFG005301
Offensive virulence factors	Adherence	-	sdrD	VFG001280
Offensive virulence factors	Adherence	-	oapA	VFG000334
Offensive virulence factors	Adherence	-	aatP	VFG000866
Offensive virulence factors	Adherence	-	chpE	VFG001235
Offensive virulence factors	Adherence	-	tcpH	VFG000090
Offensive virulence factors	Adherence	-	flpD	VFG038541
Offensive virulence factors	Adherence	-	trwL3	VFG002252
Offensive virulence factors	Adherence	-	p44-32	VFG045384
Offensive virulence factors	Adherence	-	ptlG	VFG000023
Offensive virulence factors	Adherence	-	kdtB	VFG000320
Offensive virulence factors	Adherence	-	kpsC	VFG001987
Offensive virulence factors	Adherence	-	fliQ	VFG001260, VFG002339, VFG002495, VFG001929
Offensive virulence factors	Adherence	-	nleA	VFG045339
Offensive virulence factors	Adherence	-	APH_1080*	VFG045416
Offensive virulence factors	Adherence	-	trwH2	VFG002265
Offensive virulence factors	Adherence	-	pilG	VFG001225, VFG000235
Offensive virulence factors	Adherence	-	tcpD	VFG000096
Offensive virulence factors	Adherence	-	Cj1138	VFG001939
Offensive virulence factors	Adherence	-	lgtA	VFG000244
Offensive virulence factors	Adherence	-	mshN	VFG006956, VFG038593
Offensive virulence factors	Adherence	-	pilR	VFG002431, VFG002314, VFG001214
Offensive virulence factors	Adherence	-	bfpF	VFG000756
Offensive virulence factors	Adherence	-	acfB	VFG000104
Offensive virulence factors	Adherence	-	mshG	VFG038587, VFG006968
Offensive virulence factors	Adherence	-	focI	VFG000910
Offensive virulence factors	Adherence	-	p44-2b	VFG045376
Offensive virulence factors	Adherence	-	pilC	VFG000113, VFG002427, VFG000230, VFG001881, VFG000231, VFG005291
Offensive virulence factors	Adherence	-	csgC	VFG000459
Offensive virulence factors	Adherence	-	hmw2A	VFG001154
Offensive virulence factors	Adherence	-	APH_1274*	VFG045444
Offensive virulence factors	Adherence	-	fimI	VFG000444, VFG000874
Offensive virulence factors	Adherence	-	APH_1202*	VFG045433
Offensive virulence factors	Adherence	-	aggR	VFG000864
Offensive virulence factors	Adherence	-	psaC	VFG000353
Offensive virulence factors	Adherence	-	trwJ1	VFG002260
Offensive virulence factors	Adherence	-	cyaC	VFG000158
Offensive virulence factors	Adherence	-	trwH1	VFG002262
Offensive virulence factors	Adherence	-	pilP	VFG002312, VFG001219
Offensive virulence factors	Adherence	-	pilX	VFG001209
Offensive virulence factors	Adherence	-	bepB	VFG002243
Offensive virulence factors	Adherence	-	sabA/hopP	VFG000312
Offensive virulence factors	Adherence	-	APH_1399*	VFG045460
Offensive virulence factors	Adherence	-	boaB	VFG002437
Offensive virulence factors	Adherence	-	fimE	VFG000872, VFG038421
Offensive virulence factors	Adherence	-	gbs0631	VFG005286
Offensive virulence factors	Adherence	-	APH_1351*	VFG045455
Offensive virulence factors	Adherence	-	APH_1115*	VFG045419
Offensive virulence factors	Adherence	-	ptlB	VFG000017
Offensive virulence factors	Adherence	-	p65	VFG002031
Offensive virulence factors	Adherence	-	rfaJ	VFG000317, VFG000318
Offensive virulence factors	Adherence	-	pilH	VFG001226
Offensive virulence factors	Adherence	-	pilT	VFG001223, VFG000232, VFG002435
Offensive virulence factors	Adherence	-	Cj1429c	VFG001957
Offensive virulence factors	Adherence	-	Cj1435c	VFG001963
Offensive virulence factors	Adherence	-	prgB/asc10	VFG002164
Offensive virulence factors	Adherence	-	cbpA	VFG001357
Offensive virulence factors	Adherence	-	p44-23	VFG045379
Offensive virulence factors	Adherence	-	flgI	VFG001242, VFG002344, VFG001926, VFG002515
Offensive virulence factors	Adherence	-	csuC	VFG037599
Offensive virulence factors	Adherence	-	p44-82	VFG045400
Offensive virulence factors	Adherence	-	APH_0981*	VFG045409
Offensive virulence factors	Adherence	-	bepF	VFG002247
Offensive virulence factors	Adherence	-	virB5	VFG002212, VFG002234
Offensive virulence factors	Adherence	-	chpB	VFG001232
Offensive virulence factors	Adherence	-	espF	VFG000748, VFG000794
Offensive virulence factors	Adherence	-	APH_1121*	VFG045421
Offensive virulence factors	Adherence	-	bfpU	VFG000753
Offensive virulence factors	Adherence	-	hmw1B	VFG001152
Offensive virulence factors	Adherence	-	bfpJ	VFG000760
Offensive virulence factors	Adherence	-	virB3	VFG038929, VFG002210, VFG002232
Offensive virulence factors	Adherence	-	fhaB	VFG000001
Offensive virulence factors	Adherence	-	spaH	VFG002206
Offensive virulence factors	Adherence	-	kfiD	VFG001969
Offensive virulence factors	Adherence	-	p97	VFG016463
Offensive virulence factors	Adherence	-	mhp271	VFG043500
Offensive virulence factors	Adherence	-	tapY1	VFG038488
Offensive virulence factors	Adherence	-	bfpP	VFG000757
Offensive virulence factors	Adherence	-	APH_1118*	VFG045420
Offensive virulence factors	Adherence	-	p44-36	VFG045369
Offensive virulence factors	Adherence	-	agg3D	VFG000858
Offensive virulence factors	Adherence	-	hifC	VFG001146
Offensive virulence factors	Adherence	-	etpB	VFG042382
Offensive virulence factors	Adherence	-	APH_1261*	VFG045443
Offensive virulence factors	Adherence	-	fdeC	VFG045349
Offensive virulence factors	Adherence	-	focG	VFG000914
Offensive virulence factors	Adherence	-	APH_1184*	VFG045429
Offensive virulence factors	Adherence	-	spaP	VFG005361, VFG002455
Offensive virulence factors	Adherence	-	p44-11	VFG045387
Offensive virulence factors	Adherence	-	sfaA	VFG033381, VFG001446
Offensive virulence factors	Adherence	-	tcpE	VFG000099
Offensive virulence factors	Adherence	-	hmw1	VFG002035
Offensive virulence factors	Adherence	-	trwL8	VFG002257
Offensive virulence factors	Adherence	-	hasC	VFG000964
Offensive virulence factors	Adherence	-	APH_1065*	VFG045413
Offensive virulence factors	Adherence	-	mshO	VFG038568
Offensive virulence factors	Adherence	-	APH_1152*	VFG045425
Offensive virulence factors	Adherence	-	APH_1163*	VFG045427
Offensive virulence factors	Adherence	-	bfpK	VFG000761
Offensive virulence factors	Adherence	-	trwE	VFG002268
Offensive virulence factors	Adherence	-	gbs0629	VFG005280
Offensive virulence factors	Adherence	-	ebpB	VFG042977
Offensive virulence factors	Adherence	-	kpsS	VFG001986
Offensive virulence factors	Adherence	-	nleC	VFG033797, VFG002122
Offensive virulence factors	Adherence	-	srtC3	VFG005295
Offensive virulence factors	Adherence	-	bfpC	VFG000752
Offensive virulence factors	Adherence	-	pitA	VFG042971
Offensive virulence factors	Adherence	-	flgE	VFG001891, VFG002511, VFG001238, VFG002348, VFG001930
Offensive virulence factors	Adherence	-	tir	VFG000805, VFG000737
Offensive virulence factors	Adherence	-	p44-7	VFG045365
Offensive virulence factors	Adherence	-	cyaD	VFG001270
Offensive virulence factors	Adherence	-	icaB	VFG001287
Offensive virulence factors	Adherence	-	pilQ	VFG002313, VFG002432, VFG001218
Offensive virulence factors	Adherence	-	hopZ	VFG001142
Offensive virulence factors	Adherence	-	cbpG	VFG001353
Offensive virulence factors	Adherence	-	bepD	VFG002245
Offensive virulence factors	Adherence	-	bfpE	VFG000755
Offensive virulence factors	Adherence	-	spa	VFG001313
Offensive virulence factors	Adherence	-	Cj1421c	VFG001949
Offensive virulence factors	Adherence	-	pfbA	VFG043465
Offensive virulence factors	Adherence	-	ebpA	VFG042976
Offensive virulence factors	Adherence	-	fliG	VFG002501, VFG001898, VFG001252, VFG002329
Offensive virulence factors	Adherence	-	daaE	VFG001427
Offensive virulence factors	Adherence	-	jlpA	VFG001984
Offensive virulence factors	Adherence	-	APH_1400*	VFG045461
Offensive virulence factors	Adherence	-	babA/hopS	VFG000324
Offensive virulence factors	Adherence	-	pilD	VFG001882, VFG002428, VFG000234, VFG001869
Offensive virulence factors	Adherence	-	Cj1436c	VFG001964
Offensive virulence factors	Adherence	-	htpB	VFG001855
Offensive virulence factors	Adherence	-	flgL	VFG002341, VFG001245, VFG002518
Offensive virulence factors	Adherence	-	p44-45	VFG045355
Offensive virulence factors	Adherence	-	acfA	VFG000103
Offensive virulence factors	Adherence	-	trwK	VFG002259
Offensive virulence factors	Adherence	-	aafB	VFG000854
Offensive virulence factors	Adherence	-	efaA	VFG002165
Offensive virulence factors	Adherence	-	htrB	VFG002025
Offensive virulence factors	Adherence	-	APH_1230*	VFG045436
Offensive virulence factors	Adherence	-	wbpB	VFG000319
Offensive virulence factors	Adherence	-	aafC	VFG000853
Offensive virulence factors	Adherence	-	sfaS	VFG012341, VFG033391
Offensive virulence factors	Adherence	-	tcpC	VFG000094
Offensive virulence factors	Invasion	-	bopC	VFG002473
Offensive virulence factors	Invasion	-	bsaM	VFG002465
Offensive virulence factors	Invasion	-	fliI	VFG002499, VFG001254, VFG001896, VFG002331
Offensive virulence factors	Invasion	-	tagC-5	VFG002484
Offensive virulence factors	Invasion	-	bsaO	VFG002463
Offensive virulence factors	Invasion	-	tssK-5	VFG002487
Offensive virulence factors	Invasion	-	cheA	VFG002531
Offensive virulence factors	Invasion	-	flgF	VFG002512, VFG001239, VFG001912, VFG002347
Offensive virulence factors	Invasion	-	psaE	VFG000349
Offensive virulence factors	Invasion	-	flhF	VFG001895, VFG001264, VFG002521
Offensive virulence factors	Invasion	-	inv	VFG000356
Offensive virulence factors	Invasion	-	flgK	VFG002342, VFG001244, VFG002517, VFG001927
Offensive virulence factors	Invasion	-	cheB	VFG002526
Offensive virulence factors	Invasion	-	yapE	VFG042312
Offensive virulence factors	Invasion	-	fimG	VFG000878
Offensive virulence factors	Invasion	-	tssJ-5	VFG002486
Offensive virulence factors	Invasion	-	flgA	VFG002507, VFG002352
Offensive virulence factors	Invasion	-	bsaS	VFG002459
Offensive virulence factors	Invasion	-	papE	VFG000899, VFG000888
Offensive virulence factors	Invasion	-	sca1	VFG040545
Offensive virulence factors	Invasion	-	flaC	VFG001914
Offensive virulence factors	Invasion	-	bsaP	VFG002462
Offensive virulence factors	Invasion	-	ciaB	VFG001935
Offensive virulence factors	Invasion	-	virD4	VFG001980, VFG000284, VFG002242, VFG039025
Offensive virulence factors	Invasion	-	traJ	VFG001445
Offensive virulence factors	Invasion	-	psaF	VFG000350
Offensive virulence factors	Invasion	-	flgD	VFG002349, VFG001890, VFG001237, VFG002510
Offensive virulence factors	Invasion	-	papK	VFG000887, VFG000898
Offensive virulence factors	Invasion	-	focF	VFG000913
Offensive virulence factors	Invasion	-	fctA	VFG042968
Offensive virulence factors	Invasion	-	fliS	VFG001910, VFG002325, VFG002504
Offensive virulence factors	Invasion	-	motA	VFG002534, VFG001902
Offensive virulence factors	Invasion	-	fimB	VFG000871, VFG000007
Offensive virulence factors	Invasion	-	bsaN	VFG002464
Offensive virulence factors	Invasion	-	bsaR	VFG002460
Offensive virulence factors	Invasion	-	ompB	VFG040507
Offensive virulence factors	Invasion	-	yapC	VFG042311
Offensive virulence factors	Invasion	-	fliQ	VFG001260, VFG002339, VFG002495, VFG001929
Offensive virulence factors	Invasion	-	flaA	VFG001924
Offensive virulence factors	Invasion	-	gspE	VFG002048
Offensive virulence factors	Invasion	-	ibeA	VFG001442
Offensive virulence factors	Invasion	-	bprQ	VFG002472
Offensive virulence factors	Invasion	-	Cj0371	VFG001904
Offensive virulence factors	Invasion	-	fliB	VFG002320
Offensive virulence factors	Invasion	-	rck	VFG000442
Offensive virulence factors	Invasion	-	yapV	VFG045344
Offensive virulence factors	Invasion	-	bapB	VFG002445
Offensive virulence factors	Invasion	-	cheR	VFG002528
